AGRO ID	AGRO label	AGRO definition	Agrovoc URI	Agrovoc label	
http://purl.obolibrary.org/obo/AGRO_00000038	band application	An application method in which a material entity is applied in bands below, above, on one side, or on both sides of seeds or seedlings at planting.	http://aims.fao.org/aos/agrovoc/c_807	band placement	
http://purl.obolibrary.org/obo/AGRO_00000041	fertilizer basal application	A broadcast application in which fertilizer is applied to an area before planting or before seedling emergence.	http://aims.fao.org/aos/agrovoc/c_831	basal dressings	
http://purl.obolibrary.org/obo/AGRO_00000457	winnowing process	A planned process in which the grain is separated from chaff. It is also used to remove weevils or other pests from stored grain. It is done after threshing, the loosening of grain or seeds from the husks and straw.	http://aims.fao.org/aos/agrovoc/c_8409	winnowing	
http://purl.obolibrary.org/obo/AGRO_00000026	no-till	A planned process in which the soil is left undisturbed apart from where the seeds or planting material are placed.	http://aims.fao.org/aos/agrovoc/c_8511	zero tillage	
http://purl.obolibrary.org/obo/AGRO_00000330	strip plot design	An experimental design in which the desired precision for measuring the interaction effect between the two factors is higher than that for measuring the main effect of either one of  the two factors. This is accomplished with the use of three plot sizes : 	http://aims.fao.org/aos/agrovoc/c_9a431541	strip plot design	
http://purl.obolibrary.org/obo/AGRO_00000007	desuckering process	A pruning process in which one or more suckers are removed.	http://aims.fao.org/aos/agrovoc/c_a1d2d6f2	desuckering	
http://purl.obolibrary.org/obo/AGRO_00000394	tandem disc harrow	A disk harrow with disc blades arranged into four sections.	http://aims.fao.org/aos/agrovoc/c_b95256aa	tandem disc harrows	
http://purl.obolibrary.org/obo/AGRO_00000104	bark mulch	A mulch where the outer corky bark layer of timber trees, shredded or not, are used to cover soil surface.	http://aims.fao.org/aos/agrovoc/c_bc5f6400	bark mulches	
http://purl.obolibrary.org/obo/AGRO_00000336	square lattice design	A lattice design in which the number of treatment must be a perfect square. Blocks per replicate and plots per block are equal, and are the square root of the number of treatments.	http://aims.fao.org/aos/agrovoc/c_c10fe7cb	square lattice design	
http://purl.obolibrary.org/obo/AGRO_00000333	lattice design	An experimental design in which the blocks should be composed of plots that are as homogeneous as possible. Further, blocks in the same replication should be as near as possible to maximize the variation among replication. These incomplete blocks are combined into groups that form separate, complete replications.	http://aims.fao.org/aos/agrovoc/c_d0acd43f	lattice design	
http://purl.obolibrary.org/obo/AGRO_00000102	compost mulch	A mulch where compost is used to cover soil surface.	http://aims.fao.org/aos/agrovoc/c_d2c183d0	compost mulches	
http://purl.obolibrary.org/obo/AGRO_00000138	tine harrow	An implement consisting of a heavy framework having several spikes or tines, and dragged by an animal or a tractor.	http://aims.fao.org/aos/agrovoc/c_e7505488	tine harrows	
http://purl.obolibrary.org/obo/AGRO_00000337	alpha lattice design	A lattice design that is a resolvable incomplete block design where the number of treatments or block size does not meet the strict requirements for one of the lattice designs. Also the number of entries is a multiple of block size.	http://aims.fao.org/aos/agrovoc/c_ea23424c	alpha lattice design	
